comment,sentiment,review_rating,author_total_reviews_count
Great Service From Bianca Dancer at Ooba Home loans Excellent service from Bianca Dancer. Will highly recommend Ooba Homeloans.,1,5,4
"Ooba- Jay Govender Jay Govender from Ooba has been super exceptional and professional. She secured the best home loan interest rate and conditions on my behalf , she really goes an extra mile and keep you informed every step of the way.",1,5,1
Oobsa Excellent service.,1,5,1
Great Service <div>Let me take this opportunity to say thanks to Amukelani Nondabula for being so professional and kind to me when I needed their service. I am now a happy client thanks to you Amu - you are a Star. Continue to be a great consultant.</div>,1,5,1
"Great Service  .... Andisiwe Balintulo Best Customer  Service   you the  best  i really appreciate your  BEST  BEST   SERVICE, HAPPY CLIENT  ....  you  deserve  an   award  ....",1,5,5
"AMAZING FRIENDLY CONSULTANT!!!!! The service I received from Nurjehan Williams was 10/10... She answered all my Questions, gave advise and really managed to help us get a pre-approval in a matter of hours. I will definitely  recommend her and ooba. Great service...tx again.  Charlene",1,5,1
"Outstanding services I would like to thank Nico Williams for the outstanding services he rendered to me, from the day we started communicating. He has been professional. helpful and patient and well. He treated me as his only customer and exceeded my expectations, always willing to go an extra mile in making sure I am comfortable and satisfied. Thank you Nico Williams",1,5,1
Great service To Geraldine Laker and Llze. You have just been fantastic. Highly  recommend your services to anyone that is applying  for a homeloan. We appreciate everything  you have done for us. Thank you 😘,1,5,1
"Great service Nurjehan Williams service was excellent, she communicated every step with me and always called when she said she would",1,5,2
"Very good communication skills Big ups to Amukelani Nondabula. Thank you for your very good customer service, very good communication skills and thank you for your patience.",1,5,1
"OOBA Newcastle - The Best!! I would like to thank Susan de Jager and Thandeka Maseko from OOBA - Newcastle. 
I applied for a home loan and they made it so easy.  I would recommend their services for sure!",1,5,4
Excellent customer service The best exceptional customer services thank you so much Kelsey September,1,5,5
Ooba Home Loans Experience Liana Joubert is a darling. She made our home buying experience a pleasure and as stress free as possible. She went out of her way to get us the best possible rates and experience. She always kept us in the loop with the entire process. Ooba Home Loans has a Rockstar employee and her name is Liana Joubert. She is truly a Home Finance Expert. Please take good care of her Ooba Home Loans.,1,5,1
"MISS I would like to thank KELSEY SEPTEMBER for helping me in a journey to get my own house , she is very helpful and professional",1,5,1
"Amazing assistance Conrad Craig has been assisting me with my process by being so helpful and giving me ease of mind with my queries.
I am so grateful for his assistance in my journey. 
Thank you Conrad",1,5,4
Mrs Nurjehan Williams provided an exceptional service. She called to update me at all times and went out of her way to ensure a smooth pre-assessment application process. I highly recommend her.She gave me the best birthday present this month thank you very much my lady.,1,5,4
Great Very helpful and professional. Attentive to queries and able to provide clarity quickly.,1,5,2
Nurjehan Williams - Ooba Homeloans Consultant👌 Nurjehan Williams provided an exceptional service. She called to update me at all times and went out of her way to ensure a smooth pre-assessment application process. I highly recommend her.,1,5,1
"Ooba home load pre approval A big thank you to Bianca Dancer from Ooba home loans
Thank you for assisting us in making our dream come true
As first time home buyers, we had no idea of what to expect and what would be expected of us. We were taken through each step in detail and all questions were clarified immediately. The pre approval process was very quick and and the level of service was incredible, very professional and very helpful and such a pleasant way of dealing with clients.

Thank you again Bianca Dancer and Ooba
I will definitely recommend Ooba to anybody looking for assistance with pre approvals",1,5,1
Home Loan <div>Nurjehan Williams went above & beyond her duties to ensure that the pre-qualification is done and dusted. She diligently communicated over the weekend to ensure the task is complete.  She comes most definitely highly recommended.</div>,1,5,2
"Stress-Free Bond Application Kevin recently assisted us in successfully securing our home loan. He was very patient, kind and helpful. He took the time to explain the process in detail every step of the way.",1,5,1
"Excellent service from Jerome! Thank you to Jerome Johnson for assisting us with getting our home loan. We appreciate all the guidance, information shared with us and your patience with all our questions.",1,5,3
"Ooba - Awesome Service What an amazing experience, businesses should take a feather from their cap.  I dealt with Nadia, she was extremely efficient, professional and sorted everything for me within 2 days.  IMAGINE - even the homeloan rate at the Bank.  I highly recommend her and I am very fussy and can be difficult.  Their service is absolutely awesome.",1,5,37
Thanks to Alison and Mary Great service and support from Alison Dunbar and Mary Westermeyer- much appreciated!,1,5,1
Ooba Port Elizabeth branch Beryl Yewsiong (Port Elizabeth branch) is a true blessing!!!!!!!!!! This is the second time we have used her services and she is the best!!!!!!!,1,5,3
Good service Nurjehan Williams,1,5,4
"o Shrish Hagoon is the best in this whole wide world.

She is so patient, helpful, up to date and passionate about her job.",1,5,1
Great service Great & helpful service from Qeef,1,5,3
Great service from a Friendly Qeef Hendricks! She knew her stuff and advised with patience. Much appreciated!,1,5,3
"Riekie is a superstar! Riekie gave me the best service. Always available; always willing to go the extra mile; and always willing to explain things even if they should be simple to understand.

I can't recommend Riekie enough!",1,5,1
Great service Great service from Charlen Viljoen. Thank you for your assistance. Much appreciated,1,5,1
Amazing service from Ooba Homeloans I was very happy with the service received from Brenda Voges and Alinda Mouton from Ooba Homeloans - they provided me with excellent customer service. THANK YOU!,1,5,1
"Fantastic Service Ooba consultant Bianca Dancer was fantastic. Fast, efficient response and negotiated a great rate and discount on attorney fees.",1,5,1
"Excellent customer service and knowledge Assisted by Shireen Fenwick, Kept up to date every step of the way, she contacted multiple banks and got me the best deal.
Flawless service.",1,5,1
"Best service from Ooba home loans. I would like to thank Jay Govender for her amazing work! She helped me secure a home loan. She didn't just stop there, she negotiated a good interest rate for me. She walked me through the entire process and explained to me everything I needed to understand. I highly recommend her and would definitely use her services in the future.",1,5,2
"Homeloan Application ~ Excellence A massive shout out to Kevin Harvey of Ooba, who assisted us with our Homeloan Application.   Impeccable service, impressive knowledge of the industry,  speedy conclusion in securing bond, an all round fabulous experience,  thank you Kevin!  Warm regards,  Rhona and Babs",1,5,1
"Excellent customer service I was assisted by Alinda Mouton and Brenda Voges. I am giving a 5 star for the service that I received from Alinda and Brenda. They  were so very patient, kind, helpful and committed. I could contact either of them at any time and she would always kept a continuous  kind demeanour. I was really impressed with the excellent service that I received from Alinda and Brenda.",1,5,2
"EXCELLENT CUSTOMER SERVICE I would like to give a 5 star for an excellent service received from Kelsey September, very gentle, excellent communicator, putting my needs first and efficient fast response .",1,5,5
"Excellent service I received excellent service from Kelsey September. She is kind, patient, efficient and communicates very well. Would highly recommend. Thank you",1,5,1
"Excellent customer service I’m so impressed   by Nurjehan Williams and her great service. She was soo helpful, kind and committed. 
I highly recommend. 

Thank you !",1,5,1
"Appreciatio <div>I was assisted by Bianca Dancer, oh wow, excellent and outstanding services. Calm and collected. Professional and good communication skills. Thank you a million times. For this journey she walked with me, she deserves a bonus.</div>",1,5,1
Ooba homeloans I received an absolutely Immaculate service from Kelsey September. She was so outstanding on explaining whenever I have a question and she replied fast on my E-mails.,1,5,1
"Excellent Service! I’d like to appreciate the superior level of service I received from my consultant Beryl Ganesan! The professionalism, the consistent feedback, the guidance and support did not go unnoticed. She handles your case like it’s her only one and gives individual attention to detail. Thank you!",1,5,1
Patrica Palm-OOBA Homeloans Big shoutout Patricia Palm from Ooba Homeloans! Her service was amazing and she guided me through the whole home loan process. Her services come highly recommended!,1,5,3
"Ooba Happy Obtaining my first home loan through Ooba made buying my first property a breeze - from pre-qualification to accepting the bond (at a brilliant rate might I add), they were so helpful and professional, keeping me in the loop and answering all my questions. Thank you Karen Reeders and Santmay Moonaseur - thank you for the excellent service!",1,5,1
"Riekie Dugmore - outstanding service !!!!! Shout out to Riekie Dugmore from Ooba Homeloans - her services are just outstanding! She went the extra mile to ensure the best rate, service delivery is efficient, quick turnaround etc. Would give her 10 stars if I could!",1,5,2
"Customer service Wendy kok is the best home loan assistant, she helped me with everything I was supposed to do myself, she deserves more and more, keep up Wendy u are the best",1,5,1
"Top service My fiance and I would like to thank Patricia Palm for her friendly and speedy service, we are excited for the next step thanks to Ooba.",1,5,1
"Amazing service @ Ooba home loans Bloemfontein west Ooba Home loans Bloemfontein West - Outstanding Service

Thank you So much Nomalanga and Team at obba bloemfontein west for assisting and making our home loan application the easiest ever after the struggle we had.. ❤️ Keep up the good work 👏",1,5,1
"Ooba home loans Ooba home loans has done it yet again... or shall I say Bianca Killian! This is my 2nd home loan where they have assisted and gone the extra mile... from the after hour updates and phone calls and the continous email updates...Bianca always strives to go the extra mile and make sure we get our home! Your service is outstanding and not even a 10/10 cuts it here! Thank you Bianca, we can certainly see you love what you do! We appreciate it .",1,5,3
Speedy and Friendly Service The staff at ooba home loans are amazing. They kept me informed throughout the process and was really friendly to deal with.,1,5,2
Outstanding service Charlene Viljoen from OOBA provided outstanding assistance and guidance in securing our home loan. Response times were excellent and they were professional and friendly.,1,5,4
"Incredible service Wonderful service from Cheryl Zartz and Vanessa de Menezes. Kind, patient and so efficient.",1,5,1
"Outstanding Service from Nurjehan Williams at Ooba Homeloans Amazing service received from Nurjehan Williams at Ooba Homeloans. Fast, efficient and incredibly professional.",1,5,1
"Brenda & Alinda the best!!! Sincere thanks to Brenda Voges and Alinda Mouton for their excellent service, professional advice and expert knowledge. Will highly recommend this team to all my friends and family for an easy and hassle free home loan.",1,5,1
Charlene Viljoen ooba home loans Charlene Viljoen from ooba was outstanding! Went the extra mile to ensure best rates etc. Would give her 10 stars if I could!,1,5,2
Top notch service! Top notch service and guidance received from Diane Green!,1,5,2
"Excellent customer service and professionalism Thank you too Usha ****samy for the excellent service she provided during my home loan application process. She was very helpful with providing me with the required guidance, information and regular updates. The proffessionalism and expert knowledge presented by her during the process is commendable.",1,5,1
"Gratefull What a wonderful service. Tamryn helped me understand all I needed to know about home loans. Because of her, I'm steps closer to owning my first home. I'm grateful for Ooba",1,5,1
Excellent Service! Excellent Service! Thank you to Roxanne Falcke-Appleton from Ooba Home Loans for the great service and support with my home loan application process. Everything was handled expertly and hassle free. This just shows why they are leading experts in the field.,1,5,1
"Amazing Service Elaine Adams helped us to secure a home loan.  The service she provided to us was amazing.  As first time home buyers we did not know how the process worked, and she guided us through every step.  She kept us informed constantly of the process and progress of our application. I would definitely recommend her and Ooba.",1,5,2
"Excellent Service I would just like to thank Ilze Ehrlich and Geraldine Laker for their incredible efficiency and their knowledge of their field. My wife and i are first time home builders, they guided us through this process with great patience and professionalism. Many many thanks from Prof Kobus Moolman and Julia Buss",1,5,1
Awesome Service Lynette and Le-Lache were amazing  at helping us find the best rate for our homeloan. Exceptional service and thank you for always keeping us updated. Your services were appreciated.,1,5,1
"Great service and support! Lovidia de Beer assisted us with our home loan. She supported us all the way, praying just as hard as we did to get approved. Thank you Lovidia for going the extra mile with us. We will definitely recommend Ooba to assist!",1,5,1
"Thank you Ooba for Excellent Service Phenomenal service from Natasha & Priya!!!
Kept us informed at all time and negotiated a lower interest rate.
Get Ooba to excellent H/L application service in a speedy turnaround time.
Thank you",1,5,9
"Brenda and Alinda team West Coast The Best of the best Big thank you to Ooba Homeloans for their wonderful services. Consultant Brenda Voges  and Alinda Mouton  were excellent, they made our whole experience of finding the home loan so easy and efficient. They were constantly updating us and made sure with get the best rate possible. I would recommend their services to anyone looking for home loan assistance.  Best service ever!!!!!! Team west Coast All The way..",1,5,1
"Michael Hartzenberg Good day 
My name is Michael Hartzenberg.
I just want to thank Nurjehan Williams for the best assistens ever whit my OOBA HOME LOAN .
Thank u very much miss Williams for jour asisting me
.",1,5,1
Fantastic service Shout out to Nurjehan Williams...hope I got the name right 🙈 she was fantastic and helpful with my home loan applications and helping me to get a pre-approval for subsidy 👍👍👍👍 thank you,1,5,6
"Excellent service!!!!! Big thank you to Ooba Homeloans for their wonderful services. Consultant Karen Reeders and Santmay Moonaseur were excellent, they made our whole experience of finding the home loan so easy and efficient. They were constantly updating us and made sure with get the best rate possible. I would recommend their services to anyone looking for home loan assistance.  Best service ever!!!!!!",1,5,1
"Karen Wessels Ooba home Loans A big thanks to Ooba home loans representative Karen Wessels, for her patience, commitment and hard work . Karen is easy to engage with, she listens and try her best to give clients proper feedback . She's always available to take your call and advise at all times . Big up to Karen Wessels.🙌🙌👍",1,5,2
"Ooba Home Loans Bloemfontein WEST - Amazing Service Bloemfontein West team : Ooba Home Loans
A big thank you for assisting me in securing a home loan. The service was amazing, and always keeping me updated on the progress and assistance with each process and step. Highly recommended",1,5,1
"Brenda Voges - ooba homeloan assistance This review relates to my experience in dealing with Brenda Voges of ooba homeloans. I found the service experience to be exceptional, a definite focus on the customer and making sure that the process is as smooth and seamless as possible while assisting in delivering on the customer need and facilitating successful outcomes. Really happy and Brenda in particular was wonderful to engage with, it was really positive experience.",1,5,1
Home loan A big shout to Estelle she made my dream came true with kindness and humble thank u so much for a great job I don't knw how u did this but am really great full am gonna be a home owner🙏,1,5,1
Tumo Mdakane Dealing with Ragiema Khan has really being overwhelming and providing peace of mind. I would like to commend her for the great job and hospitality in assisting me to get a home loan and being in the position to get the house of my dreams.,1,5,1
"Ooba Home Loans - Karen Gilbert I would like to thank Karen Gilbert of Ooba Home Loans, she has been exceptional in assisting with my home loan application, and she has been efficient and professional with communication.  I would definitely recommend Karen Gilbert to anyone applying for a home loan.  Thank you Karen.",1,5,1
Prompt and Professional Service Thank you so much for your prompt and professional assistance with the home loan pre-approval Nurjehan Williams.,1,5,6
"Best home loan deal I would like to thank Usha ****samy for her diligence and hard work in getting me the best deal with my own bank. She was always polite, helpful and kept me up to date all the time and as soon as she received information.
Regards
Anwar Samsodien",1,5,1
"Home loan I would like to thank Estelle Vorster from Ooba for the exceptional service rendered to me.  I appreciate all of your assistance with my application for my home loan.  I would definitely recommend Ooba to anyone requiring assistance with a home loan.

Thanks
Asha Chinnappen",1,5,1
"Ooba Homeloans Manda Zwiegelaar I am an estate agent, and Manda Zwiegelaar of Ooba Homeloans has been so helpful and efficient when servicing my clients' needs over the years, that I had no hesitation in enlisting her help when I needed a home loan of my own earlier this year. Naturally, Ooba came up trumps again! I have to say that things could not have been easier and I would and do, recommend Manda and Ooba to everyone that mentions needing a home loan.",1,5,2
"Mncube T. I would like to give a very Big Thank you to these two ladies: Marlene Hill & Jolandie Calitz. Thank you for your swift assistance in helping me with my application.
Please keep up the amazing work ladies.",1,5,1
Muzikayise Mthembu Nurjehan Williams thank you so much for such a wonderful service and your advice.keep up the good work and I  liked your customer service.,1,5,1
"Property bond Pre-qualification A big thank you to you Patricia Palm for your prompt assistance on my pre-qualification application. You are so effective and always ready to assist, big ups 
Patricia Palm",1,5,1
Ooba homeloans Dealing with Bianca Dancer from Ooba homeloans was the most pleasant experience from inception until bond was granted. I received excellent feedback from Bianca and Courtney who was always friendly and professional. 💯%,1,5,1
"Excellent service! Excellent service, will definitely recommend them to anyone.",1,5,4
"Best in class Beryl Ganesan was fantastic! She always got back to me with a speedy response and shopped around to get the very best rate. Such an easy, stress free process. Thank you for making buying a house so much easier.",1,5,2
Roxanne Falcke-Appleton Another great review to Roxanne Appleton. The work she does is incredible. Almost an overflow of excellence and a ton of feedback. She does absolutely everything to ensure her clients get their dream home. Thanks Roxanne!,1,5,1
"Excellent service from Amukelani I was assisted by Amukelani who was so efficient, friendly and professional. The process was so easy and effortless. keep up the excellent work. Would recommend Ooba to anyone looking for a homeloan.",1,5,4
"Super Star Kevin Harvey Kevin Harvey, what an amazing person you are. Thank you does not even come close to how thankful and grateful we are for your assistance. With your dedication and tenacity we now have a home. We are so excited and will spread your name far and wide. We deeply thankful.",1,5,8
Experience Amazing assistance from the inception of the process until the bond was granted.,1,5,2
"Ooba Amazing service What amazing service, pre-approval and home loan received in 1 week. A big thank you to Patricia Palm & Elaine Adams for helping every step of the way.",1,5,1
Home Loans Thank you Santmay and Karen for the professional services provided and very efficient in every steps.  Thank you for securing deal with FNB and at great interest rate. I am so grateful that you guys did my home loans application. Very helpful in every step. I will surely recommend Ooba homeloans. Thank you again.,1,5,1
New Home Owner Hooray Am A Home Owner 😁Thanks To Pam For Such Great Service And Making Sure I fully understand everything with this process…. Thank you so much Pam am very pleased and I know you’re just a call away if I ever have any questions.,1,5,1
Ooba I would like to say a huge thanks to Bianca Dancer for her professionalism and amazing work ethic.You have made this journey quite a memorable one I thank you so much and I also would recommend many people to you many thanks stay blessed,1,5,1
Tracy Matthysen @ Ooba The journey barely started and it was results driven already. This was purely up to excellent client service and prompt responses by Tracy Matthysen. We are over the moon with the service we received during this process and would just like to thank her and motivate her to keep up the excellent work she is doing.,1,5,4
"Brilliant Service Karen Wessels Ooba I have had nothing but OUTSTANDING SERVICE from Karen Wessels from Ooba. She is so polite, professional and has gone the extra mile for me. I can not recommend her enough. Karen got me the best rate and negotiated with all the banks on my behalf . I can really recommend Karen and her fantastic service. Thank you Karen I am very sure you will continue to be nothing but successful !!!!!!!!",1,5,2
"Fast, responsive and very helpful I've just started the process of buying a new house and Kirsten Blakeley has been helpful and responsive, in helping me get pre-approved within a short space of time. So far, I'm sold on Ooba!",1,5,1
"Ooba Homeloans Thank you to Bianca Dancer for the proffessional , helpful service you have given me during office hours and after hours. I would highly reccommend both you and Ooba",1,5,1
Thank you I have had the best service from Sharon Martle and Kathy Manson in this most nerve-wracking time. The definition of professionalism and excellence. There are still no words to express my gratitude.,1,5,1
Nuri Williams <div>Thank you to Nuri Williams for such amazing service - she definitely goes beyond the duty and has always been polite and kind. She definitely deserves a promotion. 😃 thank you Nurjehan</div>,1,5,1
"ooba homeloans I would like to say thank ooba homeloans and the consultants Adele and  Liana, for great service and patients, they have been great help and got us the best offer possible, i would recommend ooba homeloans to anyone who is interested in buying a home. YOU ARE THE BEST :) !!!!",1,5,1
A top experience. Geraldine Laker and Ilze Ehrlich were a dream to work with and they definitely saved us a lot of money by being absolutely relentless in getting us the best possible deals from multiple banks and then pressing them on terms and conditions. We've already recommended them to our friends and would definitely use them again.,1,5,1
"great services Patricia Palm, great consultant.",1,5,4
Easy and professional Thanks for the wonderful assistance Karen and Santmay.,1,5,1
"PATRICIA PALM - EXCELLENT CUSTOMER SERVICE RECEIVED FROM OOBA HOMELOANS! Patricia Palm is an excellent customer service consultant. She always answered all of my questions and as a first time buyer this put me at great ease as this a big step for anyone. I would recommend using Ooba home loans to handle your bond application because there are many consultants like her working there who goes the extra mile for their clients and that kind of service is very hard to find in Cape Town lately. 

10 out of 5 for you Patricia! :-) 

Much appreciated 
Simone",1,5,4
"Marlyn Pillay's out of this world service Marlyn Pillay  & Shrish Hargoon from Ooba Durban office were very instrumental in getting us the best deal. What a team of excellent specialists, very professional: the best that i have ever dealt with. Highly recommended.

Special shout out to @ Marlyn Pillay: whom i was dealing with for the second time. The first experience was so good that we had to hunt her down for yet another deal. Super efficient.",1,5,1
Fast and efficient! It took 2 days for an approval of a home loan. Excellent service. Thank you Christine Ohlsson from Ooba at Pam Golding Menlyn Maine for such a fast approval.,1,5,1
Excellent service We have dealt with Roxanne from Ooba and Tanya at century 21 in Kempton Park. From day 1 we have had nothing but excellent service. Tanya found us our dream home. She made us feel at ease and was honest. It didn't feel like she was just trying to sell us anything. And by the end of all the house hunting it felt like we knew her forever. Roxanne has been a super star with assisting with all the paperwork etc. She was always listening to my endless nagging and answered my questions in a way that I could understand. She really went out of her way to get us the best deal. I would HIGHLY recommend these 2 phenomenal woman to anyone when buying a home,1,5,6
Ooba The lady that help myself and husband is awesome they way she speaks to another person is excellent helping us the way forward thank you nurjehan Williams,1,5,1
5*Ooba Homeloans Had excellent service from Nurjehan Williams with Ooba. Was very responsive on emails and willing to assist.,1,5,5
"BEST BEST BEST bond originators! I would like to thank Ooba for a memorable experiance, me and wife ere both self employed and this is our 1st bond.

Ooba got us a bond approval within 2 business days with the best interest rate and 50% discount on our bond registration fees

A shout out to both Eleanor Van Der Merwe and Malie Potgieter for their excellent service 

We close to getting keys as a new property owner 

I will recommend Ooba over and over again 

Thank you team Ooba",1,5,27
"Excellent customer service - Thonusha Gounder Thonusha Gounder was an awesome agent. She was kind, patient and very eager to assist. The whole process of applying for a home loan was a smooth process. Thank you so much!",1,5,1
"N ngema All thanks to @Pam khatshwa , excellent service  ,",1,5,1
Great service Nurjehan Williams has been a delight. She communicated very clearly and responded swiftly.,1,5,1
"Ooba homeloans - 5*brilliance A big shout out to Christine and Lizelle who were incredibly efficient and professional in helping me get the best deal for my home loan. 5Star service!
Thank you!",1,5,3
"Great Service I got a great service from Yvonne Viljoen, she communicated very clearly and responded swiftly.",1,5,1
Great Service Thanks to Andisiwe Balintulo for all the help on my journey to find a home. Communication was on point and she attended to my application promptly.,1,5,1
"secured 100% home loan Thank You so much Nico , for all your assistance throughout this process , I am now a proud homeowner , and you managed to secure a 100%  home loan for me, So Grateful.",1,5,7
"Excellent Service by Usha ****samy Thank you so much Usha ****samy for such an amazing and excellent service. You were very helpful and supportive, you guided me throughout the process and helped me improve my credit profile. Thank you so much for your amazing work and for going out of your way in getting me a home loan deal. I still can't believe that my dreams of owning a second property have turned into reality all thanks to you 😊.",1,5,1
"Superstar Jay G :) Excellent service received from Jay Govender  Ooba Home Loans this is my 1st home and was clueless about a lot of things however she guided me through the application making things very easy, she is a superstar !!!",1,5,1
"Professional Service provided by Ooba Employees Excellent Service received from Marlyn Pillay & Shrish Hargoon who assisted me in securing a competitive home loan grant in the Durban area. They both were very engaging throughout the process and kept me well informed at every step. If you do require assistance in securing a home loan, based on my experience with Marlyn Pillay & Shrish Hargoon in particular, I highly recommend Ooba Homeloans",1,5,1
So happy with power duo Our application was a tricky one for Ilze Ehrlich and Geraldine Laker as we are currently overseas. This power duo came through with flying colours! Ilze even phoning us on Sundays to discuss the process. Geraldine answered every email in a timely fashion and secured the best outcome for us! We have always wanted property in Stellenbosch and now we have it thanks to the two of you.,1,5,1
Amazing Service The service offered by the team was really amazing. They made the whole process easy to endure. Karen was really understanding and patient. I will definitely recommend ooba homelons to others as well,1,5,1
Excellent service Excellent service from Nurjehan Williams!,1,5,1
"Excellent service at ooba bonds Thank yoou soom much ooba bonds for such an excellent service which was efficient, effortless and stressless.  Being a first time buyer i was soo impressed with Karen Gilberts professional service.
From negotiating a best interest rate with a convenient bank for me i am out of words... Thank you so very much.. WOW WOW WOW
Ms Jeanette Shabalala",1,5,1
Ooba homeloans Excellent service  Nurjehan Williams!,1,5,2
"Excellent service! WOW! WOW! WOW!
That is all I can say about the EXCELLENT service that we received from Ilze Ehrlich and Geraldine Laker!

You girls are the best!!!

Thank you so much!",1,5,5
"Great service by Andisiwe Balintulo Had a great experience with Andisiwe Balintulo. She was informative and gave prompt responses, she helped me with my application on getting pre approved and we yet to still continue with the next step of the process but her service has been great thus far",1,5,4
"5 star service 5 star professional services, the agent I was working with (Liana Joubert) is amazing. She honestly left me with no questions, ensures I get the best offer possible and make informed decisions.",1,5,4
"Fantastic Service from OOBA (Hester & Riekie) Hester & Riekie of OOBA HomeLoans were so helpful, friendly & efficient in applying for our Home Loan with the banks.  We had a head ache of back & forth for over 2 weeks when we applied online with our own bank with shocking service.  We eventually withdrew that application & started again through OOBA.  Hester & Riekie were so on top of our applications with all the banks within 2 days we received an approval with a brilliant interest rate from a bank we do not bank with & a day later we received a bond approval with an even better interest through from our own bank that we initially applied through & got shocking service from.  We have realised how important it is to apply for bonds through a Bond Originator & we will always go back to OOBA in the future.  
Thank You so much Hester & Riekie",1,5,9
"Recommended Thank you to Santmay Moonaseur and Karen Reeders for assisting us with securing a great deal with FNB for our home loan. They are very knowledgeable, and very helpful, keeping us up to date along the way, and answering all questions in a detailed yet simple to understand way.",1,5,1
Bianca Dancer Dealt with Bianca Dancer. Absolutely excellent service and knew exactly what she was doing.,1,5,2
"Ooba Home Loans The Best - Vanessa De Menezes and Cheryl Zartz It's my second time to be assisted by Ooba Home Loans and got good deals of both Home Loans approved. It was all because of Vanessa De Menezes and Cheryl Zartz of Cape Town Branch. Thank you for your hard work, and good communication keeping me updated on each and every stage. Definitely I will recommend Ooba Home Loans for every home loan application they are the best. I am really happy about their service.",1,5,3
Reviewed Thanks to Marlene Hills and Jolandie Calitz for great assistance towards getting approved by ABSA bank now am awaiting for my new house to call it home.,1,5,1
Thank you Nurjehan Williams Nurjehan Williams thank you for your efficiency and keep up the good work.,1,5,2
"My Ms K HAS DONE IT AGAIN!!! Karen Martin from Ooba East London has done it again!!!

I actually don't have words!!!
She has done it again, outstanding service and I also think the buyers will agree as well.

She exceeds expectation each time.",1,5,7
"Charlene Viljoen- sweet soul! My husband and I would just like to thank CHARLENE VILJOEN at Ooba Homeloans for her efficient and friendly service! She was spot on and we had such an amazing experience with her assisting us with our application. We had an approval within 4 days of applying. She asked us for our details ans even filled the papers in on our behalf. What an amazing experience and beautiful person. Had great laughs over the phone. Charlene, you are an absolute asset to your company.

Thank you Ooba for appointung Charlene!

Kind regards
Liezl",1,5,1
Pam Khatshwa All thanks to Pam Mkhatshwa. My bond journey was made easy. Thank you for your service and patience.,1,5,1
"Thank You Debbie Mulder A big thank you to Debbie Mulder for her efficient and consistent services.  She helped me with my application and provided support efficiently, making the process seamless for me. Thank You!!!",1,5,6
Good service Qeef Hendricks the agent is very helpful and I'm very impressed with her service. She has assisted me with my pre-approval.,1,5,2
Excellent service Thank you to Charlene Viljoen for excellent service and patience.  I'm one of the most anxious and impatient people on earth but her patience and understanding made and stillnis making this stressful process easy and  bearable.,1,5,7
"Ooba home loans - Charlene Viljoen Thank you Charlene Viljoen !!! 

Charlene helped me and husband to apply for a home loan. She assisted us with al the Admin and made the proses so much easier..
Thank you for the great service",1,5,1
"Ooba Homeloan Top 5 Star Business A big Thank You  Jay Govender for your efficiency, dedication and loyalty to me as your client. I really appreciate everything you have done for me. I'm very happy as a client . May God Bless you.",1,5,1
"Shenaaz & Lizelle Thank you to Lizelle & Shenaaz!
You are the best! Thank you for your wonderful and friendly assistance these last few weeks.

I would definitely recommend Lizelle & Shenaaz for anyone looking into applying for a home loan.",1,5,5
"Shenaaz & Lizelle Great Service! Fantastic experience, prompt feedback and hassle free.

Shoutout to Shenaaz & Lizelle for their assistance to getting us a great offer for our home loan.

Very good service indeed I would highly recommend.",1,5,1
"Vanessa De Menezes Absolutely brilliant service received from Vanessa De Menezes thus far.

She keeps us up to date with all progress, and is extremely efficient in assisting us as first time home buyers.",1,5,7
"excellent Great service i received from Andisiwe Balintulu,she kept me updated all the time about the progress of my application.",1,5,1
"Great service Very great service and fast, Thank you so much Ooba Homeloans :)",1,5,18
"5 star service Leigh-Anne Barnard at your Port Elizabeth branch was excellent! gave me fantastic service and was very helpful through the entire process, would highly recommend her to anyone needing home loan assistance.  Well done & thank you Leigh-Anne you are truly an asset to Ooba",1,5,1
"Ooba you are awesome Excellent service I received from Nadia Brakhoven. 

I made an application for home loan and she was outstanding. She took me step by step with the application process, explaining and giving feedback on a daily bases until I get a prequalification. 

She encouraged me to find a suitable property and advised every step of the way with regards to signing offer to purchase. After signing offer to purchase, she approached the banks once again and within two days she was able to get a 100% home loan approved. 

Not that was done, she further got all documents and quotations for me to sign and she submitted on my behalf. She got the bond registration attorneys as well as transferring attorneys details and managed to arrange communication with them on my behalf. 

She absolutely did everything for me, contacting me everyday to give update and attending to all my questions. All I had to do was signing the required documents and send to her and the attorneys. Her work is amazing.

Thanks to Ooba homeloans and the exceptional service I received from Nadia Brakhoven.

You guys are super wonderful.",1,5,9
Excellent service Excellent service from Nurjehan Williams during the bond pre-approval process.,1,5,6
Good service A very excellent service from Nurjehan Williams she went beyond,1,5,1
"AWESOME SERVICE FROM QEEF Thank You Qeef Hendricks from Ooba Homeloans for helping with the process of getting prequalified and than also for explaining everything so well.

Awesome work thank you so much",1,5,31
Professional and great service form Ooba Homeloans What a great experience working with Sue and Tracy. They were professional and responsive and managed to secure a great interest rate for us with our current and preferred bank within 5 working days. Will definitely recommend them as a preferred bond originator :),1,5,1
"Vinola Poliah I would just like to commend and thank Margarete Ferreira from Ooba homeloans for her  outstanding service.
She truly exceeded our expectations and got us a great rate.
I would highly recommend her.",1,5,1
"Kevin Harvey the Magic Man!!! Kevin Harvey helped us when we thought all was lost.He approached the banks , and brought us back the best interest rate.

We're very happy with what you've done for us and we will share your contact with anyone",1,5,1
